tweet_id,timestamp,source,text,name,stages,jpg_url,p1,p1_conf,p2,p2_conf,p3,p3_conf,retweet_count,favorite_count,rating
782305867769217024,2016-10-01 19:47:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,Sampson,doggo,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,Briard,0.5044270000000001,Soft-Coated_Wheaten_Terrier,0.390678,Lhasa,0.0345955,6470,18630,12/10
782747134529531904,2016-10-03 01:00:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,Deacon,doggo,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,Golden_Retriever,0.560699,Otterhound,0.199482,Clumber,0.0406818,1604,8310,11/10
785639753186217984,2016-10-11 00:34:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,Pinot,doggo,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,Porcupine,0.978042,Sea_Urchin,0.0061063,Echidna,0.00544197,2561,8735,10/10
755206590534418437,2016-07-19 01:04:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is one of the most inspirational stories I've ever come across. I have no words. 14/10 for both doggo and owner https://t.co/I5ld3eKD5k,One,doggo,https://pbs.twimg.com/media/CnsIT0WWcAAul8V.jpg,Web_Site,0.906673,Printer,0.00860027,Carton,0.00453319,6148,18212,14/10
786363235746385920,2016-10-13 00:29:39+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,Rizzo,doggo,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,Golden_Retriever,0.929266,Labrador_Retriever,0.0628667,Saluki,0.00215669,4072,12189,13/10
752682090207055872,2016-07-12 01:52:49+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nothing better than a doggo and a sunset. 10/10 majestic af https://t.co/xVSodF19PS,,doggo,https://pbs.twimg.com/media/CnIQXdYWgAAnsZZ.jpg,German_Shepherd,0.299966,Eskimo_Dog,0.278355,Siberian_Husky,0.17852,1846,6642,10/10
752334515931054080,2016-07-11 02:51:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE,,doggo,https://pbs.twimg.com/ext_tw_video_thumb/752334354492362752/pu/img/uWISPc0YRmhUi9Ju.jpg,Bedlington_Terrier,0.399163,Standard_Poodle,0.0864248999999999,Wire-Haired_Fox_Terrier,0.0752311,1263,4238,8/10
716080869887381504,2016-04-02 01:52:38+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu,,doggo,https://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg,Golden_Retriever,0.638625,Chow,0.254717,Tibetan_Mastiff,0.0717317,1935,5272,11/10
719991154352222208,2016-04-12 20:50:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 https://t.co/mvnBGaWULV,,doggo,https://pbs.twimg.com/media/Cf3sH62VAAA-LiP.jpg,Golden_Retriever,0.605304,Cocker_Spaniel,0.130948,Labrador_Retriever,0.0946916,1979,5281,10/10
724771698126512129,2016-04-26 01:26:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nothin better than a doggo and a sunset. 11/10 https://t.co/JlFqOhrHEs,,doggo,https://pbs.twimg.com/media/Cg7n_-OU8AA5RR1.jpg,German_Short-Haired_Pointer,0.835491,Bluetick,0.058788,English_Setter,0.0372083,725,2593,11/10
727644517743104000,2016-05-03 23:42:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT,,doggo,https://pbs.twimg.com/media/Chkc1BQUoAAa96R.jpg,Great_Pyrenees,0.457164,Kuvasz,0.39171,Labrador_Retriever,0.0945226,1962,6431,13/10
732375214819057664,2016-05-17 01:00:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE,Kyle,doggo,https://pbs.twimg.com/media/CinrX2EWkAABDYt.jpg,Tennis_Ball,0.998673,Basset,0.000547053,Golden_Retriever,0.00035998,2838,8832,11/10
733109485275860992,2016-05-19 01:38:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",,doggo,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,Golden_Retriever,0.945523,Labrador_Retriever,0.0423191,Doormat,0.00395626,17621,44619,12/10
735256018284875776,2016-05-24 23:47:49+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo https://t.co/MRYv7nDPyS,Kellogg,doggo,https://pbs.twimg.com/media/CjQnclkVEAA4pnK.jpg,Staffordshire_Bullterrier,0.523191,French_Bulldog,0.3511039999999999,Doormat,0.0280752999999999,993,3675,8/10
739238157791694849,2016-06-04 23:31:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,,doggo,https://pbs.twimg.com/ext_tw_video_thumb/739238016737267712/pu/img/-tLpyiuIzD5zR1et.jpg,Eskimo_Dog,0.503372,Siberian_Husky,0.390413,Malamute,0.0809011999999999,52360,75163,13/10
741067306818797568,2016-06-10 00:39:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,Just,doggo,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,Golden_Retriever,0.843799,Labrador_Retriever,0.0529559,Kelpie,0.0357110999999999,3520,10342,12/10
744234799360020481,2016-06-18 18:26:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,,doggo,https://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg,Labrador_Retriever,0.825333,Ice_Bear,0.0446808,Whippet,0.0184422,79515,131075,13/10
745433870967832576,2016-06-22 01:50:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR,Lenox,doggo,https://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg,Barrow,0.999962,Basset,1.44895e-05,Wok,6.060880000000001e-06,2894,7824,10/10
748692773788876800,2016-07-01 01:40:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo https://t.co/vdr7DaRSa7,His,doggo,https://pbs.twimg.com/media/CmPkGhFXEAABO1n.jpg,Ox,0.337871,Plow,0.269287,Oxcart,0.245653,1504,4659,10/10
748932637671223296,2016-07-01 17:33:49+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb,Divine,doggo,https://pbs.twimg.com/media/CmS-QkQWAAAkUa-.jpg,Borzoi,0.742912,Wire-Haired_Fox_Terrier,0.2040819999999999,English_Setter,0.0210322999999999,2564,6461,13/10
750011400160841729,2016-07-04 17:00:26+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM,Piper,doggo,https://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg,Muzzle,0.2376199999999999,Boston_Bull,0.0871498,Sombrero,0.0685099,1035,3568,11/10
751583847268179968,2016-07-09 01:08:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8,,doggo,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,Dalmatian,0.8683040000000001,Studio_Couch,0.059623,Snow_Leopard,0.0138763,1265,4849,5/10
752660715232722944,2016-07-12 00:27:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr",,doggo,https://pbs.twimg.com/media/CnH87L6XYAAF7I_.jpg,Goose,0.3393239999999999,English_Setter,0.0505118,Basset,0.0490933,1794,4878,10/10
795464331001561088,2016-11-07 03:14:10+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,,doggo,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,Golden_Retriever,0.193082,Chesapeake_Bay_Retriever,0.157927,Soft-Coated_Wheaten_Terrier,0.1246839999999999,27728,55683,13/10
799757965289017345,2016-11-18 23:35:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,Sobe,doggo,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,Border_Collie,0.442534,Collie,0.288684,Shetland_Sheepdog,0.196399,2506,9390,13/10
831939777352105988,2017-02-15 18:54:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,Emanuel,doggo,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,Pomeranian,0.153862,Marmot,0.0912338999999999,Grey_Fox,0.0906441,7031,26404,12/10
832032802820481025,2017-02-16 01:04:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",Miguel,doggo,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,Whippet,0.601712,Ibizan_Hound,0.152662,Italian_Greyhound,0.135055,4746,13887,12/10
832273440279240704,2017-02-16 17:00:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,Smiley,doggo,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,Pembroke,0.134081,Ice_Bear,0.0519278,Pug,0.0443109,2673,12385,14/10
832998151111966721,2017-02-18 17:00:10+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",Rhino,doggo,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,Boxer,0.539036,French_Bulldog,0.317617,Bull_Mastiff,0.0939285,2522,14549,13/10
834574053763584002,2017-02-23 01:22:14+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,,doggo,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,Toilet_Tissue,0.262936,Golden_Retriever,0.226564,Bathtub,0.0788789999999999,2882,14993,13/10
836753516572119041,2017-03-01 01:42:39+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,Meera,doggo,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,Mortarboard,0.936882,Academic_Gown,0.0208154,Schipperke,0.0115635,5237,21029,12/10
845397057150107648,2017-03-24 22:08:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",Mimosa,doggo,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,Dandie_Dinmont,0.394404,Maltese_Dog,0.1865369999999999,West_Highland_White_Terrier,0.1819849999999999,2072,8241,13/10
846514051647705089,2017-03-28 00:07:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,Barney,doggo,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,Golden_Retriever,0.650003,Leonberg,0.0651992,Norfolk_Terrier,0.0529553,13076,48410,13/10
854010172552949760,2017-04-17 16:34:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","At first I thought this was a shy doggo, but it's actually a Rare Canadian Floofer Owl. Amateurs would confuse the two. 11/10 only send dogs https://t.co/TXdT3tmuYk",,doggo,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,English_Springer,0.3547329999999999,Collie,0.177538,Border_Collie,0.131706,3433,17169,11/10
855851453814013952,2017-04-22 18:31:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the planet habitable for https://t.co/cMhq16isel,,doggo,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,Flat-Coated_Retriever,0.321676,Labrador_Retriever,0.115138,Groenendael,0.0960997,19196,47844,13/10
858843525470990336,2017-05-01 00:40:27+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,,doggo,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,Golden_Retriever,0.57812,Labrador_Retriever,0.286059,Bloodhound,0.0269173,3771,16304,13/10
869596645499047938,2017-05-30 16:49:31+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,Scout,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,0.955156,Toy_Terrier,0.00805373,Muzzle,0.00629563,3327,16476,12/10
872967104147763200,2017-06-09 00:02:31+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_Retriever,0.476913,Chesapeake_Bay_Retriever,0.174145,German_Short-Haired_Pointer,0.0928614,5669,28031,12/10
884162670584377345,2017-07-09 21:29:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_Shepherd,0.707046,Malinois,0.199396,Norwegian_Elkhound,0.0491476,3128,20771,12/10
796484825502875648,2016-11-09 22:49:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,,doggo,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,Cocker_Spaniel,0.116924,Seat_Belt,0.107511,Australian_Terrier,0.0998434,2042,8472,12/10
831322785565769729,2017-02-14 02:02:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,Pete,doggo,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,Old_English_Sheepdog,0.999715,Tibetan_Terrier,4.62967e-05,Guinea_Pig,4.1184300000000005e-05,1744,10042,12/10
829449946868879360,2017-02-08 22:00:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,,doggo,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,Labrador_Retriever,0.315163,Golden_Retriever,0.1532099999999999,Pekinese,0.132791,2329,11519,11/10
871515927908634625,2017-06-04 23:56:03+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,Komondor,0.974781,Briard,0.0200412999999999,Swab,0.00322824,3628,20730,12/10
828381636999917570,2017-02-05 23:15:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,Doobert,doggo,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,Bedlington_Terrier,0.3925349999999999,Labrador_Retriever,0.0890217,Clumber,0.0817998,2554,13864,14/10
829374341691346946,2017-02-08 17:00:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,Astrid,doggo,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,Staffordshire_Bullterrier,0.757547,American_Staffordshire_Terrier,0.14995,Chesapeake_Bay_Retriever,0.0475226999999999,10706,38074,13/10
801115127852503040,2016-11-22 17:28:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,Bones,doggo,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,Dalmatian,0.823356,English_Setter,0.0946018999999999,Bluetick,0.0219534,2429,8992,12/10
808106460588765185,2016-12-12 00:29:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,,doggo,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,Golden_Retriever,0.426183,Labrador_Retriever,0.257447,Great_Pyrenees,0.1264819999999999,2525,9701,12/10
813096984823349248,2016-12-25 19:00:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,Rocky,doggo,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,Great_Dane,0.128056,Boston_Bull,0.117003,Kelpie,0.0869643,4207,11694,11/10
813127251579564032,2016-12-25 21:00:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,,doggo,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,Norwegian_Elkhound,0.4324159999999999,Whippet,0.374223,Siberian_Husky,0.0324625999999999,3652,13242,11/10
813202720496779264,2016-12-26 02:00:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,,doggo,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,Cocker_Spaniel,0.701852,Golden_Retriever,0.120345,Labrador_Retriever,0.0363202,2090,10192,11/10
813910438903693312,2016-12-28 00:52:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,Chubbs,doggo,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,Siberian_Husky,0.6993550000000001,Eskimo_Dog,0.2564329999999999,Norwegian_Elkhound,0.0131888,2194,10342,11/10
817777686764523521,2017-01-07 16:59:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",Dido,doggo,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,Curly-Coated_Retriever,0.733256,Flat-Coated_Retriever,0.2141449999999999,Irish_Water_Spaniel,0.029769,3084,11901,13/10
